sentiment,headline
positive,"Stockmann Oyj Abp, a department store chain, experienced a net profit of 39.8 mln euro ( $ 56.8 mln) in the first nine months of 2007, which was an increase from the 37.4 mln euro ( $ 53.4"
neutral,"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products ."
neutral,"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses ."
negative,The contracts of 96 blue-collar workers will expire between March and August 2011.
positive,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .
positive,"Outotec announces the creation of a new subsidiary in India by establishing a subsidiary in Kolkata to better serve its Indian customers and expand its business in the expanding Indian market, according to a press release released on December 4, 2009."
neutral,"Elcoteq 's global service offering covers the entire lifecycle of products , from product development to after-market services ."
negative,"In the first quarter of 2009, Publishing Sweden recorded an operating loss of EUR 1.1 mn, which was a significant increase from the previous year's profit of EUR 0.6 mn."
neutral,Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .
positive,"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year ."
neutral,"The paper industry 's de-inking sludge , which is produced in mills that use recycled fiber when printing ink is removed from recovered paper , is also a suitable raw material ."
neutral,"Last week , however , Nokia announced that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operating system the foundation for Nokia mobile phones ."
negative,The total number of filling stations has been on the decrease recently .
neutral,Another problem is cola-flavoured long drinks .
negative,"Temporary lay-offs and personnel reductions are set to be initiated by Metso Foundries Jyvaskyla , Inc. in Jyvaskyla, Finland through personnel negotiations."
neutral,"At the same time , the market for automated liquid handling devices is already larger than that for pipettes , according to Biohit ."
negative,"The FTSE 100 index grew by 94.9 points on the day, but this represented a relative price change of -0.4 % compared to the previous day's index."
negative,"The first quarter of 2008 saw Stora Enso Oyj, a Finnish forest industry group, issue a profit warning on Thursday."
positive,The number of outlets will increase to 60-70 by the conclusion of 2006.
positive,We are very proud to be able to use this kind of innovative mobile service for voting in elections .
neutral,The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .
positive,The EPS for the quarter increased to EUR0.03 from EUR0 .083.
negative,"The Swedish authorities have reported the discovery of osmium tetroxide on the coast of Per+meri, which is the Northernmost part of the Gulf of Bothnia, indicating that it is highly toxic."
positive,"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 ."
negative,Finnlines' annual general meeting revealed that 2008 would be a challenging financial year due to substantial investments.
neutral,"This rating from A.M. Best is the highest among the CIS countries , Central and Eastern Europe ."
negative,"On July 18th, authorities are on the lookout for a man who allegedly terrorized three men on East Maple Avenue, shooting one and abducting another."
negative,"At first, the company declared that a maximum of 15 workers would be laid off from the parent company and roughly 15 from its subsidiaries."
negative,EB's stock exchange announcement on November 18th 2008 revealed that J.T. Bergqvist had resigned from his position as chairman and Board member.
neutral,Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .
positive,"On Friday (27 June), Cencorp Corporation, a Finnish automation solutions provider known as OMX Helsinki or CNC1V, announced that it has finished employee negotiations regarding a reorganization of its operations."
neutral,"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore ."
negative,"The first ship is expected to be finished in the spring of 2010, but has been delayed."
neutral,The annual value of the contracts is estimated at USD 2mn over the next three years .
neutral,Union and company officials did not return calls yesterday .
neutral,"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million ."
neutral,"The company will try to adapt the operations through temporary lay-offs of different duration , working hour arrangements , training and development efforts ."
positive,The company aims to sustain this trend in profitability in the current year.
positive,"The bullish analyst's statement on Stora Enso in Dagens Industri yesterday triggered a rise in forestries, according to dealers."
neutral,"Kemira will supply the additional volumes of iron coagulants from the company 's plant at Helsingborg , Sweden ."
positive,"The expansion of Finnair's operations in Hong Kong, India, and Russia is being planned with the aim of adding more flights."
negative,"Atria, the meat company from Finland, has been unable to guarantee a sufficient quantity of domestic beef to its customers."
positive,"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space ."
positive,Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .
neutral,Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .
neutral,"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) ."
negative,"EUR 43.9 mn of operating loss was recorded, whereas EUR 96.3 mn was recorded."
neutral,"Includes company and brand share data by category , as well as distribution channel data ."
